number,position,name,club,age,height,weight,country,active,twitter
20,D,Hong Jeong-Ho,South Korea,25,6' 1",163,South Korea,Inactive,No Twitter
,D,Mechack Jérôme,,24,5' 10",165,Haiti,Inactive,MechackJerome
9,F,Raúl Jiménez,Mexico,23,6' 1",168,Mexico,Inactive,No Twitter
21,F,Jô,Brazil,27,6' 2",154,Brazil,Inactive,No Twitter
9,F,Aron Jóhannsson,USA,24,6',154,USA,Inactive,No Twitter
5,D,Adam Johansson,,31,5' 11",165,Sweden,Inactive,Yo_Hawn_Sun
14,F,Stern John,,38,6' 1",180,Trinidad and Tobago,Inactive,No Twitter
9,F,Ryan Johnson,,30,6' 1",180,Jamaica,Inactive,No Twitter
,F,Eddie Johnson,,30,5' 11",185,England,Inactive,No Twitter
,D/M,Jordan Johnson,,2015,5' 10",150,,Inactive,No Twitter
23,D/M,Fabian Johnson,USA,27,6',163,Germany,Inactive,No Twitter
2,D,Glen Johnson,England,30,6',154,England,Inactive,No Twitter
,C,Maurice Johnston,,51,5' 10",160,Scotland,Inactive,No Twitter
,C,Cobi Jones,,44,5' 7",165,USA,Inactive,No Twitter
23,D,Mike Jones,,26,6' 3",180,USA,Inactive,No Twitter
,M/D,Ted Jones,,24,6',175,,Inactive,No Twitter
13,M,Jermaine Jones,USA,33,6',179,Germany,Inactive,No Twitter
16,D/M,Phil Jones,England,22,5' 11",154,England,Inactive,No Twitter
15,M,Park Jong-Woo,South Korea,25,5' 11",163,South Korea,Inactive,No Twitter
,D,Bryan Jordan,,29,5' 8",155,USA,Inactive,BJ6
5,M,Greg Jordan,,24,6',165,USA,Inactive,gregjordan90
,M,José Mari,,27,5' 11",150,Spain,Inactive,JoseMariRota3
,M,Shalrie Joseph,,36,6' 3",180,Grenada,Inactive,ShalrieJoseph21
19,M,Peterson Joseph,,24,5' 8",132,Haiti,Inactive,HaitianXavi
,M,Benji Joya,,21,5' 8",145,USA,Inactive,benjijoya54
17,GK,Ian Joyce,,27,6' 3",200,USA,Inactive,No Twitter
5,D,Juanfran,Spain,30,5' 11",159,Spain,Inactive,No Twitter
,D,Igor Julião,,20,5' 8",145,Brazil,Inactive,No Twitter
55,M,Júlio César,,36,6' 1",170,Brazil,Inactive,julio55cesar
30,GK,Júlio César,,35,6' 1",175,Brazil,Inactive,No Twitter
,D,Hunter Jumper,,25,6' 2",173,USA,Inactive,HunterJumper_
8,M,Juninho,,40,5' 10",156,Brazil,Inactive,No Twitter
,M,Michael Kafari,,23,6' 1",175,Ghana,Inactive,realkafari_10
10,M,Shinji Kagawa,Japan,25,5' 8",141,Japan,Inactive,No Twitter
,D,Akira Kaji,,35,5' 9",161,Japan,Inactive,No Twitter
11,F/M,Yoichiro Kakitani,Japan,25,5' 10",150,Japan,Inactive,No Twitter
8,F,Salomon Kalou,Ivory Coast,29,6',170,Ivory Coast,Inactive,No Twitter
9,M/F,Macoumba Kandji,,29,6' 4",175,Senegal,Inactive,No Twitter
6,F,Maxim Kanunnikov,Russia,23,6',163,Russia,Inactive,No Twitter
13,GK,Stefanos Kapino,Greece,20,6' 5",,Greece,Inactive,No Twitter
,D,Billy Kappock,,23,6' 1",198,USA,Inactive,No Twitter
10,M,Giorgos Karagounis,Greece,37,5' 9",163,Greece,Inactive,No Twitter
,M,Amir Karaoui,Algeria,27,5' 10",165,France,Inactive,No Twitter
1,GK,Orestis Karnezis,Greece,29,6' 2",174,Greece,Inactive,No Twitter
8,M,Matt Kassel,,25,6',172,USA,Inactive,MattKassel
21,M/D,Kostas Katsouranis,Greece,35,6',179,Greece,Inactive,No Twitter
1,GK,Eiji Kawashima,Japan,31,6' 1",176,Japan,Inactive,No Twitter
18,D,Ryan Kawulok,,25,6' 2",185,USA,Inactive,RKawulok
15,M,Dan Keat,,27,5' 10",165,England,Inactive,No Twitter
,F,Jake Keegan,,23,5' 9",150,USA,Inactive,No Twitter
18,G,Kasey Keller,,45,6' 2",190,USA,Inactive,KaseyKeller18
,D,Daniel Keller,,23,6',155,,Inactive,No Twitter
,M/D,Peter Kelly,,23,6',160,,Inactive,No Twitter
11,F,Aleksandr Kerzhakov,Russia,32,5' 9",148,Russia,Inactive,No Twitter
11,F,Lee Keun-Ho,South Korea,29,5' 9",156,South Korea,Inactive,No Twitter
16,M,Nizar Khalfan,,26,5' 8",150,Tanzania,Inactive,No Twitter
6,M,Sami Khedira,Germany,27,6' 2",183,Germany,Inactive,No Twitter
,D,Kosuke Kimura,,30,5' 9",155,Japan,Inactive,iamkosukekimura
29,D,Kory Kindle,,23,5' 11",185,USA,Inactive,korykindle
20,M,Stephen King,,28,5' 8",153,USA,Inactive,No Twitter
16,M,Brendan King,,24,6',160,USA,Inactive,BrendanKing1717
35,F,Ryan Kinne,,25,5' 8",160,USA,Inactive,RyanVKinne
,D,Steven Kinney,,27,6',183,USA,Inactive,StevenHKinney
7,M,Jovan Kirovski,,38,6' 1",180,USA,Inactive,No Twitter
8,F,Hiroshi Kiyotake,Japan,25,5' 8",146,Japan,Inactive,No Twitter
32,D,Greg Klazura,,26,5' 10",150,USA,Inactive,@GregKlazura
19,M,Kléberson,,35,5' 9",141,Brazil,Inactive,No Twitter
,D,Fabian Kling,,30,6' 3",195,Germany,Inactive,No Twitter
11,F,Miroslav Klose,Germany,36,6',185,Poland,Inactive,No Twitter
8,D,Wes Knight,,28,5' 11",175,USA,Inactive,WesleyTKnight
,D,Zat Knight,,34,6' 6",225,England,Inactive,No Twitter
,GK,Billy Knutsen,,22,6' 2",185,USA,Inactive,No Twitter
30,GK,Milos Kocic,,29,6' 4",200,Serbia,Inactive,MilosKocic30
14,F,Danny Koevermans,,36,6' 3",175,Netherlands,Inactive,No Twitter
12,F,Alan Koger,,27,6' 2",180,USA,Inactive,AlanKoger12
,F/M,Koke,,31,5' 10",160,Spain,Inactive,No Twitter
17,M,Koke,Spain,23,5' 10",161,Spain,Inactive,No Twitter
9,F,Aleksandr Kokorin,Russia,23,6',170,Russia,Inactive,No Twitter
5,D,Sead Kolasinac,Bosnia-Herzegovina,21,6',181,Germany,Inactive,No Twitter
23,D/M,Dmitri Kombarov,Russia,28,5' 11",152,Russia,Inactive,No Twitter
4,D,Vincent Kompany,Belgium,28,6' 3",187,Belgium,Inactive,No Twitter
8,M,Panagiotis Kone,Greece,27,6',163,Greece,Inactive,No Twitter
14,D,Terence Kongolo,Netherlands,21,6',154,Switzerland,Inactive,No Twitter
15,D,Yasuyuki Konno,Japan,32,5' 10",161,Japan,Inactive,No Twitter
,D,Caleb Konstanski,Chicago Fire,23,6',180,United States,Inactive,No Twitter
14,M,Han Kook-Young,South Korea,24,6',161,South Korea,Inactive,No Twitter
21,D,Laurent Koscielny,France,29,6' 1",165,France,Inactive,No Twitter
,M,Nikita Kotlov,,23,5' 9",160,USA,Inactive,nkotlov
32,D,Nick Kounenakis,,37,6' 1",173,South Africa,Inactive,No Twitter
20,M,Mateo Kovacic,Croatia,20,5' 11",165,Austria,Inactive,No Twitter
2,D,Aleksei Kozlov,Russia,28,6',165,Russia,Inactive,No Twitter
23,M,Christoph Kramer,Germany,23,6' 2",181,Germany,Inactive,No Twitter
,C,Jason Kreis,,42,5' 8",155,USA,Inactive,No Twitter
,F,Sam Krenzien,,22,6' 2",190,USA,Inactive,No Twitter
,F,Robert Kristo,,21,6' 4",205,,Inactive,No Twitter
,D,Krzysztof Krol,,28,6' 1",161,Poland,Inactive,No Twitter
18,M,Toni Kroos,Germany,25,6',172,Germany,Inactive,No Twitter
23,GK,Tim Krul,Netherlands,26,6' 2",165,Netherlands,Inactive,No Twitter
5,D,Lubos Kubik,,51,6' 3",195,Czech Republic,Inactive,No Twitter
,F,Oliver Kupe,,2015,,,,Inactive,No Twitter
15,F,Dirk Kuyt,Netherlands,34,6',183,Netherlands,Inactive,No Twitter
12,GK,Adam Kwarasey,Ghana,27,6' 2",187,Norway,Inactive,No Twitter
16,M,Ross LaBauex,,26,5' 9",150,USA,Inactive,No Twitter
,M,Nick LaBrocca,,30,5' 10",165,USA,Inactive,No Twitter
8,M,Medhi Lacen,Algeria,30,5' 9",169,France,Inactive,No Twitter
,F,Markhus Lacroix,,21,6' 3",170,,Inactive,No Twitter
16,D/M,Philipp Lahm,Germany,31,5' 7",145,Germany,Inactive,No Twitter
,D,Lance Laing,,26,6',175,Jamaica,Inactive,No Twitter
20,M,Adam Lallana,England,26,5' 8",159,England,Inactive,No Twitter
19,M,Reggie Lambe,,24,5' 7",151,Bermuda,Inactive,ReggieNaldo
18,F,Rickie Lambert,England,33,6' 2",168,England,Inactive,No Twitter
22,GK,Josh Lambo,,24,6',210,USA,Inactive,No Twitter
8,M,Frank Lampard,England,36,6',194,England,Inactive,No Twitter
8,M,Frank Lampard,New York City FC,36,6',194,England,Inactive,No Twitter
23,GK,Mickaël Landreau,France,35,6',185,France,Inactive,No Twitter
6,D,Michael Lang,Switzerland,24,6' 1",174,Switzerland,Inactive,No Twitter
12,GK,Mitchell Langerak,Australia,26,6' 4",183,Australia,Inactive,No Twitter
26,M,Morgan Langley,,25,5' 10",150,USA,Inactive,No Twitter
,M,Gorka Larrea,,30,5' 11",165,Spain,Inactive,No Twitter
15,F,Roy Lassiter,,45,5' 10",160,USA,Inactive,No Twitter
12,D,Tyler Lassiter,,25,6',170,USA,Inactive,TTLass
26,M,Gabe Latigue,,24,5' 9",150,USA,Inactive,@GabeLatigue
22,F,Ezequiel Lavezzi,Argentina,29,5' 8",165,Argentina,Inactive,No Twitter
7,D,Miguel Layún,Mexico,26,5' 11",150,Mexico,Inactive,No Twitter
25,D,Jonathan Leathers,,29,5' 9",160,USA,Inactive,No Twitter
,M,Jordan Leblanc,,23,5' 9",165,USA,Inactive,No Twitter
2,D,Florian Lechner,,33,5' 10",170,Germany,Inactive,No Twitter
7,F,Mathew Leckie,Australia,24,5' 11",185,Australia,Inactive,No Twitter
12,D,Young-Pyo Lee,,37,5' 9",150,South Korea,Inactive,fromtheline
35,D,Alex Lee,,25,5' 10",159,USA,Inactive,@Alex_Lee18
,M,Raymond Lee,,2015,5' 11",175,,Inactive,No Twitter
,D,Chris Leitch,,35,5' 11",165,USA,Inactive,No Twitter
10,F,Rajko Lekic,,33,6' 1",165,Denmark,Inactive,rajkolekic
,D,Mladen Lemez,,25,6' 5",200,Serbia,Inactive,No Twitter
17,F,Jeremain Lens,Netherlands,27,5' 10",176,Netherlands,Inactive,No Twitter
,F,Sagi Lev-Ari,,25,6' 1",189,Israel,Inactive,No Twitter
,D,Johnny Leverón,,25,5' 11",165,Honduras,Inactive,No Twitter
24,F,Roger Levesque,,34,6' 2",174,USA,Inactive,No Twitter
6,M,Eddie Lewis,,40,5' 10",155,USA,Inactive,No Twitter
21,M,Bryan Leyva,,23,5' 6",140,Mexico,Inactive,No Twitter
2,D,Stephan Lichtsteiner,Switzerland,31,5' 11",170,Switzerland,Inactive,No Twitter
99,F,Eduardo Lillingston,,37,6' 1",180,Mexico,Inactive,No Twitter
26,M,Joel Lindpere,,33,5' 10",164,Estonia,Inactive,No Twitter
37,M,Nicholas Lindsay,,22,5' 9",155,Canada,Inactive,@NicholasLindsay
,D,Matt Linenberger,,24,6' 2",175,,Inactive,No Twitter
,D,Mark Linnville,,23,6' 1",170,USA,Inactive,No Twitter
1,GK,Hugo Lloris,France,28,6' 2",172,France,Inactive,No Twitter
,D,Tony Lochhead,,33,6',163,New Zealand,Inactive,No Twitter
14,M,Nicolás Lodeiro,Uruguay,25,5' 7",152,Uruguay,Inactive,No Twitter
,M,Matt Lodge,,24,5' 10",180,England,Inactive,No Twitter
12,GK,Yuri Lodygin,Russia,24,6' 1",181,Russia,Inactive,No Twitter
4,D,Otto Loewy,,27,5' 10",170,Liberia,Inactive,No Twitter
18,D,Nicolas Lombaerts,Belgium,29,6' 2",183,Belgium,Inactive,No Twitter
77,D,David Júnior Lopes,,26,6' 3",179,Brazil,Inactive,No Twitter
19,M,Rodrigo López,,27,5' 7",140,Mexico,Inactive,Lopez_Roro
25,M,Miguel López,,26,5' 9",160,Argentina,Inactive,No Twitter
24,D,Porfirio López,,29,5' 11",172,Costa Rica,Inactive,No Twitter
,F,Benji Lopez,,20,6',165,USA,Inactive,Theonlybenji_11
1,GK,Luis Lopez,Honduras,21,6',,Honduras,Inactive,No Twitter
,M,Jean Carlos Lopez Moscoso,,21,5' 9",160,,Inactive,No Twitter
24,D,Scott Lorenz,,27,6',173,USA,Inactive,ScottyLo24
19,M/F,Rob Lovejoy,,23,6',165,USA,Inactive,RobLovejoy
6,D,Dejan Lovren,Croatia,25,6' 2",185,Bosnia and Herzegovina,Inactive,No Twitter
8,M,Peter Lowry,,29,5' 11",165,USA,Inactive,PeterLowry
4,D,John Lozano,,30,6',180,Colombia,Inactive,No Twitter
,F,Andy Lubahn,,23,6' 1",170,USA,Inactive,No Twitter
,M,Peter Luccin,,35,5' 11",169,France,Inactive,No Twitter
2,D,Diego Lugano,Uruguay,34,6' 1",183,Uruguay,Inactive,No Twitter
4,D/M,David Luiz,Brazil,27,6' 1",161,Brazil,Inactive,No Twitter
9,F,Romelu Lukaku,Belgium,21,6' 3",208,Belgium,Inactive,No Twitter
16,M,Senad Lulic,Bosnia-Herzegovina,29,6',165,Bosnia and Herzegovina,Inactive,No Twitter
34,F,Ruben Luna,,23,6',185,USA,Inactive,RubenLuna34
32,M,Phillip Lund,,25,5' 9",159,Denmark,Inactive,dk_lund
21,M,Massimo Luongo,Australia,22,5' 9",,Australia,Inactive,No Twitter
,GK,Justin Luthy,,23,6',165,USA,Inactive,No Twitter
32,F,Matt Luzunaris,,25,6' 1",170,USA,Inactive,MattLuzu32
,GK,Charlie Lyon,,22,6' 2",215,,Inactive,No Twitter
,F/M,Adam Maabdi,,25,6' 2",,,Inactive,No Twitter
,M,Cedrick Mabwati,Columbus Crew SC,22,5' 6",137,DR Congo,Inactive,No Twitter
7,F,Sherjill MacDonald,,30,6',187,Netherlands,Inactive,Mackie84
,F,Fabio Machado,,22,5' 10",170,Brazil,Inactive,No Twitter
,M,Josue Madueno,,23,5' 6",150,United States,Inactive,No Twitter
13,M,Ryan Maduro,,28,5' 10",177,USA,Inactive,No Twitter
,F,Ignacio Maganto,,23,5' 8",140,Spain,Inactive,Maganto10
13,D,Hossein Mahini,Iran,28,5' 7",,Iran,Inactive,No Twitter
21,M/F,Riyad Mahrez,Algeria,23,5' 10",134,France,Inactive,No Twitter
23,D,Maicon,Brazil,33,6',170,Brazil,Inactive,No Twitter
29,F,Maicon Santos,,30,6' 1",186,Brazil,Inactive,No Twitter
11,M,Jean Makoun,Cameroon,31,5' 8",152,Cameroon,Inactive,No Twitter
13,F,Keith Makubuya,,22,5' 11",165,Canada,Inactive,keithmakubuya
,M,George Malki,,22,5' 10",160,USA,Inactive,No Twitter
23,GK,Sayouba Mande,Ivory Coast,21,6' 4",181,Ivory Coast,Inactive,No Twitter
20,D,Aissa Mandi,Algeria,23,6' 3",171,France,Inactive,No Twitter
17,F,Mario Mandzukic,Croatia,28,6' 2",185,Croatia,Inactive,No Twitter
13,D,Eliaquim Mangala,France,24,6' 2",163,France,Inactive,No Twitter
,D,Mike Mangotic,,23,5' 10",182,,Inactive,MGotti4
2,M/D,Giannis Maniatis,Greece,28,5' 10",156,Greece,Inactive,No Twitter
,D,Anthony Manning,,22,6' 4",200,,Inactive,No Twitter
4,D,Kostas Manolas,Greece,23,5' 10",148,Greece,Inactive,No Twitter
6,D,Marcelo,Brazil,26,5' 8",161,Brazil,Inactive,No Twitter
8,M,Claudio Marchisio,Italy,29,5' 10",168,Italy,Inactive,No Twitter
22,M,Marko Maric,,31,6' 2",180,Croatia,Inactive,No Twitter
25,D,Neven Markovic,,27,6',175,Serbia,Inactive,@Markovicneven
70,F,Peri Marosevic,,25,5' 9",160,Bosnia and Herzegovina,Inactive,perimaros17
4,D/M,Rafa Márquez,,36,6',166,Mexico,Inactive,@RafaMarquezMX
4,D/M,Rafael Márquez,Mexico,36,6' 1",183,Mexico,Inactive,No Twitter
28,GK,Erich Marscheider,,22,6' 3",185,USA,Inactive,erichmarscheide
34,D,Tyrone Marshall,,40,6' 2",195,Jamaica,Inactive,No Twitter
,GK,Emmanuel Martin,,25,6',169,France,Inactive,No Twitter
,D,Ramon Martin del Campo,,21,6' 2",195,Mexico,Inactive,Monchys14
33,F,Javier Martina,,28,5' 9",156,Netherlands,Inactive,No Twitter
29,F,Josué Martínez,,24,5' 10",159,Costa Rica,Inactive,No Twitter
,M,Enzo Martinez,,24,5' 7",145,Uruguay,Inactive,Enzo_Martinez90
15,M,Mario Martinez,,25,5' 8",154,Honduras,Inactive,@mariogaspar90
81,F/M,Walter Martinez,,32,5' 6",145,Honduras,Inactive,No Twitter
,M,Alex Martinez,,23,5' 8",145,Uruguay,Inactive,Alexmartinez_15
10,M,Mario Martínez,Honduras,25,5' 8",154,Honduras,Inactive,No Twitter
21,F,Jackson Martínez,Colombia,28,6' 1",165,Colombia,Inactive,No Twitter
20,F,Fidel Martínez,Ecuador,25,5' 9",159,Ecuador,Inactive,No Twitter
4,M/D,Javi Martínez,Spain,26,6' 3",179,Spain,Inactive,No Twitter
16,F,Rony Martinez,Honduras,26,5' 11",,Honduras,Inactive,No Twitter
18,M,Kyle Martino,,33,5' 10",144,USA,Inactive,No Twitter
4,D,Bruno Martins Indi,Netherlands,23,6' 1",168,Portugal,Inactive,No Twitter
14,D/M,Javier Mascherano,Argentina,30,5' 9",185,Argentina,Inactive,No Twitter
6,D/M,Pablo Mastroeni,,38,5' 10",170,Argentina,Inactive,No Twitter
13,M,Juan Mata,Spain,26,5' 7",139,Spain,Inactive,No Twitter
84,M,Clint Mathis,,38,5' 10",180,USA,Inactive,No Twitter
21,D/M,Joel Matip,Cameroon,23,6' 4",194,Germany,Inactive,No Twitter
,D,Reed Matte,,23,6' 1",170,,Inactive,No Twitter
14,M,Blaise Matuidi,France,27,5' 9",154,France,Inactive,No Twitter
12,M,Rio Mavuba,France,30,5' 8",163,Angola,Inactive,No Twitter
14,D,Maxwell,Brazil,33,5' 9",161,Brazil,Inactive,No Twitter
,M,Gerson Mayen,,26,5' 7",161,USA,Inactive,No Twitter
17,M,Stephane Mbia,Cameroon,28,6' 2",181,Cameroon,Inactive,No Twitter
23,GK,Rais MBolhi,Algeria,28,6' 3",176,France,Inactive,No Twitter
,M,Austin McAnena,,24,5' 9",155,United States,Inactive,No Twitter
,D/M,Stephen McCarthy,,26,6' 5",190,USA,Inactive,BigMacca26
,D/M,Kyle McCarthy,,24,6' 3",175,United States,Inactive,No Twitter
21,M,Dustin McCarty,,26,5' 8",165,USA,Inactive,No Twitter
44,D,Brandon McDonald,,29,6' 1",185,USA,Inactive,BMcDonald4
19,D,Peter McGlynn,,25,5' 11",165,Ireland,Inactive,Peter3McGlynn
19,D,Ryan McGowan,Australia,25,6' 2",165,Australia,Inactive,No Twitter
17,M,Matt McKay,Australia,32,5' 8",143,Australia,Inactive,No Twitter
,D,Rauwshan McKenzie,,28,6' 1",185,USA,Inactive,BigMcK4
24,GK,Patrick McLain,CD Chivas USA,26,6' 3",205,USA,Inactive,patrickmclain24
,M/F,Christian McLaughlin,,25,5' 11",170,,Inactive,No Twitter
,D/M,Shawn McLaws,,21,5' 10",165,,Inactive,ShawnMcLaws
25,F,Ellis McLoughlin,,24,5' 10",165,USA,Inactive,EMacMac25
18,D/M,Devon McTavish,,30,6',170,USA,Inactive,No Twitter
,M,Jack McVey,,24,6' 1",165,,Inactive,No Twitter
17,D/M,Gary Medel,Chile,27,5' 8",163,Chile,Inactive,No Twitter
12,D,Carl Medjani,Algeria,2015,6' 1",169,France,Inactive,No Twitter
18,M,Haris Medunjanin,Bosnia-Herzegovina,29,6' 2",183,Bosnia and Herzegovina,Inactive,No Twitter
18,F,Admir Mehmedi,Switzerland,23,6',170,Macedonia,Inactive,No Twitter
16,M,Raul Meireles,Portugal,31,5' 10",154,Portugal,Inactive,No Twitter
8,M,Edgar Mejía,,26,5' 7",174,Mexico,Inactive,Chore_Mejia
15,M,Alexander Mejía,Colombia,26,5' 10",174,Colombia,Inactive,No Twitter
,M,Adam Mena,,25,5' 10",145,USA,Inactive,No Twitter
2,D,Eugenio Mena,Chile,26,5' 9",150,Chile,Inactive,No Twitter
4,D,Carlos Mendes,,34,5' 11",175,USA,Inactive,No Twitter
8,M,Édison Méndez,Ecuador,35,5' 9",150,Ecuador,Inactive,No Twitter
6,M,Francisco Mendoza,,29,5' 6",135,Mexico,Inactive,No Twitter
10,F,Andrés Mendoza,,36,6',174,Peru,Inactive,No Twitter
,M/F,Jonathan Mendoza,,25,5' 6",140,Colombia,Inactive,No Twitter
24,M,Alex Mendoza,,24,5' 9",160,USA,Inactive,No Twitter
,D,Ronny Mendoza,,19,6' 4",,Ecuador,Inactive,No Twitter
19,D,Jonathan Mensah,Ghana,24,6' 2",183,Ghana,Inactive,No Twitter
1,GK,Tony Meola,,45,6' 1",205,USA,Inactive,No Twitter
33,D,Germán Mera,,24,6' 2",185,Colombia,Inactive,No Twitter
14,M/F,Dries Mertens,Belgium,27,5' 7",134,Belgium,Inactive,No Twitter
17,D,Per Mertesacker,Germany,30,6' 5",187,Germany,Inactive,No Twitter
6,D,Djamel Mesbah,Algeria,30,5' 10",163,Algeria,Inactive,No Twitter
10,F,Lionel Messi,Argentina,27,5' 7",148,Argentina,Inactive,No Twitter
,M,Zakaria Messoudi,,21,5' 10",160,Morocco,Inactive,No Twitter
26,GK,David Meves,,24,6' 1",195,,Inactive,No Twitter
,M,Max Meyer,Germany,19,5' 6",143,Germany,Inactive,No Twitter
,F,Chimdum Mez,,22,6' 5",200,,Inactive,No Twitter
6,M,Stefani Miglioranzi,,37,6' 1",160,Brazil,Inactive,No Twitter
12,GK,Simon Mignolet,Belgium,26,6' 4",192,Belgium,Inactive,No Twitter
23,D,Josip Mikulic,,28,6' 1",185,Croatia,Inactive,No Twitter
2,D,Ryan Miller,,30,5' 11",165,USA,Inactive,nothatRynMiller
,F,Steven Miller,,25,5' 11",160,USA,Inactive,No Twitter
27,M,Kyle Miller,,25,5' 9",160,USA,Inactive,@KyMiller89
9,F,Kenny Miller,,35,5' 10",155,Scotland,Inactive,No Twitter
19,D,Roy Miller,Costa Rica,30,6' 2",166,Costa Rica,Inactive,No Twitter
,GK,Tyler Miller,,21,6' 4",195,,Inactive,No Twitter
5,M,Mark Milligan,Australia,29,5' 11",176,Australia,Inactive,No Twitter
17,M,James Milner,England,29,5' 9",154,England,Inactive,No Twitter
,M,Oswaldo Minda,,31,6',172,Ecuador,Inactive,oswaldominda85
14,M,Oswaldo Minda,Ecuador,31,6',172,Ecuador,Inactive,No Twitter
11,M,Kevin Mirallas,Belgium,27,5' 10",159,Belgium,Inactive,No Twitter
21,D,Sebastián Miranda,,34,5' 8",154,Chile,Inactive,No Twitter
10,M,Milovan Mirosevic,,34,5' 10",180,Chile,Inactive,No Twitter
,D,Luke Mishu,,23,6',180,,Inactive,LukeMishu
10,M,Zvjezdan Misimovic,Bosnia-Herzegovina,32,5' 11",174,Germany,Inactive,No Twitter
,D,Carlyle Mitchell,,27,6' 2",175,Trinidad and Tobago,Inactive,No Twitter
27,D,Colin Mitchell,,24,6',168,USA,Inactive,No Twitter
9,F,Kostas Mitroglu,Greece,26,6' 2",190,Greece,Inactive,No Twitter
77,F,Lucky Mkosana,,27,5' 9",169,Zimbabwe,Inactive,No Twitter
15,M,Ivan Mocinic,Croatia,21,5' 11",,Croatia,Inactive,No Twitter
10,M,Luka Modric,Croatia,29,5' 8",143,Croatia,Inactive,No Twitter
,M,Adam Moffat,,28,6',180,Scotland,Inactive,No Twitter
15,M,Pavel Mogilevets,Russia,22,6',154,Russia,Inactive,No Twitter
1,GK,Cedric Mohamed,Algeria,30,6',150,France,Inactive,No Twitter
,F,Lebogang Moloto,,22,5' 11",160,South Africa,Inactive,No Twitter
23,F,Marcos Mondaini,,30,5' 10",160,Argentina,Inactive,No Twitter
1,GK,Faryd Mondragón,,43,6' 3",207,Colombia,Inactive,FarydMondragon
22,GK,Faryd Mondragón,Colombia,43,6' 3",208,Colombia,Inactive,FarydMondragon
,M,Fernando Monge,,24,5' 10",165,USA,Inactive,No Twitter
,F/M,Adam Montague,,2015,6' 3",,,Inactive,MontagueAdam
,F,Adam Montague,,22,6' 3",185,,Inactive,MontagueAdam
32,M,Miguel Montano,,23,5' 11",150,Colombia,Inactive,No Twitter
32,F,Miguel Montaño,,23,5' 11",150,Colombia,Inactive,miguelmontano16
15,D,Pejman Montazeri,Iran,31,6' 1",,Iran,Inactive,No Twitter
17,F,Fredy Montero,,27,5' 9",160,Colombia,Inactive,Goleador17
7,M/F,Jefferson Montero,Ecuador,25,5' 7",141,Ecuador,Inactive,No Twitter
,F,Carlos Montes,,23,5' 10",155,USA,Inactive,No Twitter
4,D,Juan Pablo Montes,Honduras,29,6' 3",,Honduras,Inactive,No Twitter
9,F,Julio Morales,,21,5' 11",163,USA,Inactive,No Twitter
5,D,Vangelis Moras,Greece,33,6' 4",172,Greece,Inactive,No Twitter
15,F,Alejandro Moreno,,35,5' 9",170,Venezuela,Inactive,No Twitter
9,F,José Moreno,,33,6',180,Colombia,Inactive,No Twitter
11,M,Tressor Moreno,,36,5' 8",170,Colombia,Inactive,TressorMoreno10
15,D,Héctor Moreno,Mexico,27,6' 1",179,Mexico,Inactive,No Twitter
27,M,Alexandre Morfaw,,27,5' 7",165,Cameroon,Inactive,alexmorfaw
28,F,Taylor Morgan,,24,6' 5",180,England,Inactive,No Twitter
6,D,Masato Morishige,Japan,27,6',168,Japan,Inactive,No Twitter
6,M,Kurt Morsink,,30,5' 10",160,Costa Rica,Inactive,No Twitter
11,M,Victor Moses,Nigeria,24,5' 10",165,Nigeria,Inactive,No Twitter
33,D,Hanyer Mosquera,,28,6' 1",175,Colombia,Inactive,HANMOSCO
22,D,Mehdi Mostefa,Algeria,31,5' 11",171,France,Inactive,No Twitter
5,M,Thiago Motta,Italy,32,6' 1",183,Brazil,Inactive,No Twitter
8,F,Benjamin Moukandjo,Cameroon,26,5' 11",163,Cameroon,Inactive,No Twitter
8,M,João Moutinho,Portugal,28,5' 7",134,Portugal,Inactive,No Twitter
14,F,Yura Movsisyan,,27,6',180,Azerbaijan,Inactive,No Twitter
22,M,Wakaso Mubarak,Ghana,24,5' 7",152,Ghana,Inactive,No Twitter
13,D,Mensur Mujdza,Bosnia-Herzegovina,30,6' 1",170,Croatia,Inactive,No Twitter
,M,Brian Mullan,,36,5' 8",150,USA,Inactive,No Twitter
,D,Tommy Muller,,23,5' 11",168,United States,Inactive,TMuller1
13,M/F,Thomas Müller,Germany,25,6' 1",165,Germany,Inactive,No Twitter
16,M,Nico Muñiz,,22,5' 10",165,USA,Inactive,@Papa_N16
,M,Victor Muñoz,,24,5' 7",160,Spain,Inactive,No Twitter
12,GK,Rodrigo Muñoz,Uruguay,33,5' 11",174,Uruguay,Inactive,No Twitter
11,M,Sulley Muntari,Ghana,30,5' 10",168,Ghana,Inactive,No Twitter
,M,Colin Murphy,,23,5' 10",155,New Zealand,Inactive,No Twitter
40,GK,Tim Murray,,27,6' 2",185,USA,Inactive,No Twitter
,D,Jordan Murrell,,2015,5' 10",165,United Kingdom,Inactive,No Twitter
7,M,Ahmed Musa,Nigeria,22,5' 7",137,Nigeria,Inactive,No Twitter
,D/M,Phillip Muscarella,,22,5' 10",175,USA,Inactive,No Twitter
1,GK,Fernando Muslera,Uruguay,28,6' 3",185,Argentina,Inactive,No Twitter
21,D,Shkodran Mustafi,Germany,22,6',181,Germany,Inactive,No Twitter
,F,Danny Mwanga,Orlando City SC,23,6' 1",175,Democratic Republic of the Congo,Inactive,dmwanga10
8,D,David Myrie,Costa Rica,26,6' 1",175,Costa Rica,Inactive,No Twitter
